customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,Age,employed,no_education_info,loan_amount_category,is_savings_account,loan_amount_to_total_due_ratio,daily_payment,has_branch_info,location_cluster,is_short_term,loanamount_sum,loanamount_mean,loanamount_median,loanamount_max,loanamount_min,loannumber_count,totaldue_sum,totaldue_mean,termdays_max,termdays_min,termdays_mean,average_interest,average_repayment_time,EarlyRepaymentFlag,LatePaymentFlag,good_bad_flag
8a8588fd53e2e6cf0153f0a40aa33209,301964416,8,2017-07-05 09:13:14,2017-07-05 08:13:07,20000.0,24500.0,30,0,Other,4.2260932,8.1156957,GT Bank,Unemployed,Others,24,0,1,Medium,0,0.8163265306122449,816.6666666666666,0,0,1,95000.0,13571.42857142857,10000.0,20000.0,10000.0,7.0,116425.0,16632.14285714286,30.0,15.0,27.857142857142858,3060.714285714286,39.427906746031745,0.2857142857142857,0.7142857142857143,1
8a85893d53e2e2f30153f00df3e33622,301962974,16,2017-07-04 11:45:12,2017-07-04 10:44:05,40000.0,48000.0,60,0,Other,3.3207253,6.6578901,GT Bank,Self-Employed,Others,46,1,1,High,0,0.8333333333333334,800.0,0,0,0,335000.0,22333.333333333332,20000.0,40000.0,10000.0,15.0,396025.0,26401.666666666668,60.0,30.0,32.0,4068.3333333333335,28.689006944444444,0.7333333333333333,0.4,1
8a85896653e2e18b0153eb033c3b45fd,302003726,10,2017-07-30 17:40:13,2017-07-30 16:40:07,30000.0,34500.0,30,0,Savings,3.2770964,6.5898901,Access Bank,Permanent,Others,41,0,1,High,1,0.8695652173913043,1150.0,0,0,1,190000.0,21111.11111111111,20000.0,30000.0,10000.0,9.0,219300.0,24366.666666666668,30.0,15.0,25.0,3255.5555555555557,25.440563271604937,0.7777777777777778,0.2222222222222222,0
8a8589b953d0be470153d166c59f388e,301958567,8,2017-07-01 06:33:45,2017-07-01 05:33:37,20000.0,23000.0,30,0,Other,3.3649719,6.4632304,UBA,Permanent,Others,35,0,1,Medium,0,0.8695652173913043,766.6666666666666,0,0,1,120000.0,17142.85714285714,10000.0,30000.0,10000.0,7.0,145600.0,20800.0,60.0,15.0,32.142857142857146,3657.1428571428573,24.47873181216931,0.5714285714285714,0.42857142857142855,1
8a858e0156b782a10156d773847c2452,301968797,13,2017-07-08 05:24:52,2017-07-08 04:24:35,40000.0,44000.0,30,0,Other,4.1532063,7.6237409,First Bank,Self-Employed,Others,29,1,1,High,0,0.9090909090909091,1466.6666666666667,0,0,1,330000.0,27500.0,30000.0,40000.0,10000.0,12.0,375900.0,31325.0,60.0,15.0,28.75,3825.0,23.533071952160494,0.75,0.25,1
8a858e045cd5b1d6015ce34aae8e63ed,301979747,2,2017-07-15 22:02:28,2017-07-15 21:02:22,10000.0,11500.0,15,1,Savings,3.422685,6.4437749,Keystone Bank,Permanent,Others,39,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,19.523877314814815,0.0,1.0,1
8a858e0d59bbb9050159c0c33dfe4f9d,301961075,7,2017-07-03 13:30:43,2017-07-03 12:30:37,30000.0,39000.0,60,0,Savings,3.2856324,6.6135403,GT Bank,Permanent,Others,33,0,1,High,1,0.7692307692307693,650.0,0,0,0,90000.0,15000.0,15000.0,20000.0,10000.0,6.0,110300.0,18383.333333333332,30.0,15.0,27.5,3383.3333333333335,26.79704861111111,0.8333333333333334,0.3333333333333333,1
8a858e135cb22031015cbb1fe09555f4,301959907,2,2017-07-02 13:12:11,2017-07-02 12:12:06,10000.0,13000.0,30,0,Savings,3.4118275,6.7747949,UBA,Permanent,Others,27,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,8.074479166666666,1.0,0.0,0
8a858e1d5b2510b2015b300034ae4eef,301968933,4,2017-07-08 08:34:01,2017-07-08 07:33:54,20000.0,24500.0,30,0,Savings,3.2924769,6.4738709,Zenith Bank,Permanent,Others,25,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,37500.0,12500.0,30.0,15.0,25.0,2500.0,23.800729166666667,1.0,0.0,1
8a858e255557edfe015573d6e4223dc8,301989044,10,2017-07-21 10:50:57,2017-07-21 09:50:44,40000.0,48000.0,60,0,Savings,3.3617119,6.5076565,First Bank,Permanent,Others,42,0,1,High,1,0.8333333333333334,800.0,0,0,0,215000.0,23888.88888888889,20000.0,40000.0,10000.0,9.0,258675.0,28741.666666666668,60.0,30.0,40.0,4852.777777777777,39.657800925925926,0.7777777777777778,0.6666666666666666,0
8a858e325ac154c1015ac651913761f4,301958977,2,2017-07-01 14:01:31,2017-07-01 13:00:22,10000.0,11500.0,15,0,Savings,3.9068869,7.4985616,Zenith Bank,Permanent,Others,33,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,28.807476851851852,0.0,1.0,0
8a858e36590808e3015946ced00e5b34,301998944,8,2017-07-27 15:27:21,2017-07-27 14:27:15,30000.0,39000.0,60,0,Savings,3.3661315,6.448118,First Bank,Permanent,Others,29,0,1,High,1,0.7692307692307693,650.0,0,0,0,120000.0,17142.85714285714,20000.0,30000.0,10000.0,7.0,139550.0,19935.714285714286,30.0,15.0,21.428571428571427,2792.8571428571427,19.10190310846561,0.5714285714285714,0.2857142857142857,1
8a858e425d5c1d76015d5fd6a1004453,302003687,2,2017-07-30 16:56:35,2017-07-30 15:56:28,10000.0,11500.0,15,0,Savings,3.410251,6.4491564,GT Bank,Permanent,Others,37,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,10.121875,1.0,0.0,1
8a858e4b5c831f02015c839d82442fc7,301964354,2,2017-07-05 08:38:14,2017-07-05 07:38:09,10000.0,13000.0,30,1,Savings,3.321422,7.1299539,Access Bank,Permanent,Others,30,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,27.56158564814815,1.0,0.0,1
8a858e585693982b01569523bc104609,301965246,12,2017-07-05 17:28:31,2017-07-05 16:28:25,40000.0,44000.0,30,0,Other,3.3809387,6.4935849,First Bank,Permanent,Graduate,25,0,0,High,0,0.9090909090909091,1466.6666666666667,0,0,1,280000.0,25454.545454545456,30000.0,40000.0,10000.0,11.0,318300.0,28936.363636363636,30.0,15.0,25.90909090909091,3481.818181818182,20.703255471380473,0.8181818181818182,0.18181818181818182,1
8a858e5b5a80188b015a81895c596e21,301960870,4,2017-07-03 11:27:24,2017-07-03 10:27:18,10000.0,13000.0,30,0,Savings,3.21171,6.9180192,Stanbic IBTC,Permanent,Others,30,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,36000.0,12000.0,30.0,15.0,20.0,2000.0,25.599182098765436,0.0,0.6666666666666666,1
8a858e655cd0642d015cd13036454516,302002145,2,2017-07-29 12:48:37,2017-07-29 11:48:29,10000.0,13000.0,30,0,Savings,3.6298546,6.4725828,GT Bank,Permanent,Others,29,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,25.883842592592593,1.0,0.0,1
8a858e6a5b814a98015b81925abc298e,301973366,4,2017-07-11 16:36:26,2017-07-11 15:36:22,20000.0,24500.0,30,1,Savings,7.4349243,9.0259233,Zenith Bank,Permanent,Others,30,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,40000.0,13333.333333333334,10000.0,20000.0,10000.0,3.0,49000.0,16333.333333333334,30.0,15.0,25.0,3000.0,17.60045138888889,0.3333333333333333,0.6666666666666666,0
8a858e6d5b62e36f015b63142f1c30e8,301964940,5,2017-07-05 14:19:32,2017-07-05 13:19:27,20000.0,24500.0,30,0,Savings,3.4354799,6.8144057,First Bank,Permanent,Others,42,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,50000.0,12500.0,10000.0,20000.0,10000.0,4.0,62000.0,15500.0,30.0,15.0,26.25,3000.0,20.727745949074073,1.0,0.0,0
8a858e705668e16701567177b55b135d,301974555,13,2017-07-12 13:03:29,2017-07-12 12:03:24,40000.0,44000.0,30,0,Savings,3.32765,6.498891666666666,Diamond Bank,Self-Employed,Others,32,1,1,High,1,0.9090909090909091,1466.6666666666667,0,0,1,320000.0,26666.666666666668,30000.0,40000.0,10000.0,12.0,369900.0,30825.0,30.0,30.0,30.0,4158.333333333333,27.772413194444443,0.75,0.3333333333333333,1
8a858e875c63d395015c72a2984d79c5,301958958,2,2017-07-01 13:36:04,2017-07-01 12:35:58,10000.0,11500.0,15,1,Savings,3.5069668,6.6627094,Zenith Bank,Permanent,Others,33,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,24.021412037037038,1.0,0.0,0
8a858e8f5d41c974015d4529ae0f1220,301996703,2,2017-07-26 11:00:53,2017-07-26 10:00:46,10000.0,11500.0,15,0,Savings,3.9720595,7.337389,GT Bank,Permanent,Others,54,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,9.526585648148147,1.0,0.0,1
8a858e9b560bbd6301561ea184a0102d,301991804,8,2017-07-23 12:13:06,2017-07-23 11:13:00,10000.0,10750.0,15,0,Other,3.3488096,6.6463647,First Bank,Permanent,Graduate,27,0,0,Low,0,0.9302325581395349,716.6666666666666,0,0,1,120000.0,17142.85714285714,20000.0,30000.0,10000.0,7.0,137150.0,19592.85714285714,30.0,15.0,19.285714285714285,2450.0,14.113149801587301,1.0,0.0,1
8a858eac5ad81473015ad8f0682934f3,301996697,5,2017-07-26 10:58:35,2017-07-26 09:58:28,10000.0,13000.0,30,0,Savings,3.3498134,6.6054112,EcoBank,Permanent,Others,24,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,40000.0,10000.0,10000.0,10000.0,10000.0,4.0,50500.0,12625.0,30.0,15.0,26.25,2625.0,29.229542824074073,0.25,0.75,1
8a858eb45c11f9e4015c159f528b19ff,301973016,2,2017-07-11 13:18:19,2017-07-11 12:18:13,10000.0,13000.0,30,0,Current,3.3080397,7.1361493,Stanbic IBTC,Permanent,Others,30,0,1,Low,0,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,8.686145833333333,1.0,0.0,1
8a858ec6560bc09801560d9fdd577fc5,301968491,12,2017-07-07 19:54:27,2017-07-07 18:54:22,40000.0,44000.0,30,0,Other,3.2527086,6.5817606,Zenith Bank,Student,Others,31,0,1,High,0,0.9090909090909091,1466.6666666666667,0,0,1,270000.0,24545.454545454544,25000.0,40000.0,5000.0,11.0,311750.0,28340.909090909092,30.0,15.0,28.636363636363637,3795.4545454545455,27.39479061447811,0.8181818181818182,0.36363636363636365,1
8a858eda5c8863ff015c976326e5032d,302002846,3,2017-07-29 22:50:59,2017-07-29 21:50:52,10000.0,13000.0,30,0,Savings,3.5921009,6.4913326,Diamond Bank,Permanent,Others,37,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,26000.0,13000.0,30.0,30.0,30.0,3000.0,23.741973379629627,1.0,0.0,1
8a858edf55ca17ba0155ca8650662602,301999984,13,2017-07-28 08:04:22,2017-07-28 07:04:16,40000.0,44000.0,30,0,Other,3.5273884,6.4563602,GT Bank,Permanent,Graduate,31,0,0,High,0,0.9090909090909091,1466.6666666666667,0,0,1,350000.0,29166.666666666668,30000.0,40000.0,10000.0,12.0,401600.0,33466.666666666664,60.0,15.0,31.25,4300.0,31.603121141975308,0.4166666666666667,0.6666666666666666,1
8a858ee55cb156e6015cc4b89a14412a,301998867,2,2017-07-27 14:15:05,2017-07-27 13:14:59,10000.0,13000.0,30,0,Savings,7.6345722,13.0139503,UBA,Permanent,Others,39,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,21.222685185185185,1.0,0.0,1
8a858eee58727169015873e03f24718a,301984461,15,2017-07-18 19:05:07,2017-07-18 18:04:58,40000.0,44000.0,30,0,Savings,3.3481798,6.7030917,First Bank,Permanent,Others,41,0,1,High,1,0.9090909090909091,1466.6666666666667,0,0,1,360000.0,25714.285714285714,25000.0,40000.0,10000.0,14.0,402100.0,28721.428571428572,30.0,15.0,22.5,3007.1428571428573,16.59943287037037,1.0,0.0,1
8a858efa5c646292015c7398b96b4251,301975734,3,2017-07-13 09:56:44,2017-07-13 08:56:37,10000.0,11500.0,15,0,Savings,5.7113318,5.5870138,GT Bank,Permanent,Others,25,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,23000.0,11500.0,15.0,15.0,15.0,1500.0,7.1803182870370375,1.0,0.0,1
8a858f055c831d5b015c864e7426076e,301962682,2,2017-07-04 08:52:43,2017-07-04 07:52:34,10000.0,13000.0,30,0,Savings,7.3915108,9.0649421,Diamond Bank,Permanent,Others,34,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,15.0,15.0,15.0,1500.0,4.258171296296296,1.0,0.0,1
8a858f0a5bf3716c015bf6a959052817,301974836,5,2017-07-12 16:00:56,2017-07-12 15:00:50,20000.0,22250.0,15,0,Savings,3.9086961,7.4379649,FCMB,Permanent,Others,29,0,1,Medium,1,0.898876404494382,1483.3333333333333,0,0,1,50000.0,12500.0,10000.0,20000.0,10000.0,4.0,56750.0,14187.5,15.0,15.0,15.0,1687.5,13.277569444444444,0.5,0.5,1
8a858f11594a388001595ad3f6c06395,301961303,7,2017-07-03 16:01:47,2017-07-03 15:01:43,10000.0,11500.0,30,0,Savings,7.1732091,4.4177358,EcoBank,Permanent,Others,24,0,1,Low,1,0.8695652173913043,383.3333333333333,0,0,1,60000.0,10000.0,10000.0,10000.0,10000.0,6.0,77050.0,12841.666666666666,30.0,30.0,30.0,2841.6666666666665,29.58251350308642,0.5,0.6666666666666666,1
8a858f1d5a848d2b015a84ac9d89217c,301981421,5,2017-07-17 09:38:11,2017-07-17 08:38:04,20000.0,22250.0,15,0,Savings,3.4913882,6.4393645,GT Bank,Permanent,Others,26,0,1,Medium,1,0.898876404494382,1483.3333333333333,0,0,1,45000.0,11250.0,10000.0,15000.0,10000.0,4.0,52687.5,13171.875,30.0,15.0,18.75,1921.875,13.036313657407407,0.75,0.25,1
8a858f275c451af5015c4f1c17f8475c,301959038,2,2017-07-01 14:58:13,2017-07-01 13:57:06,10000.0,13000.0,30,0,Savings,3.3398543,6.5524916,GT Bank,Permanent,Others,31,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,30.243680555555557,0.0,0.0,1
8a858f2d5853901a01586650578e325f,301983010,12,2017-07-18 05:12:22,2017-07-18 04:12:13,40000.0,44000.0,30,0,Savings,56.3426381,25.3519975,Fidelity Bank,Permanent,Others,31,0,1,High,1,0.9090909090909091,1466.6666666666667,0,2,1,250000.0,22727.272727272728,20000.0,40000.0,10000.0,11.0,283400.0,25763.636363636364,30.0,15.0,23.181818181818183,3036.3636363636365,18.397409511784513,0.8181818181818182,0.18181818181818182,1
8a858f365b2547f3015b32c34eed3f93,301999509,3,2017-07-27 21:04:32,2017-07-27 20:03:22,10000.0,11500.0,15,0,Savings,3.0368301,7.0165899,UBA,Permanent,Others,32,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,23000.0,11500.0,15.0,15.0,15.0,1500.0,23.063078703703702,0.5,0.5,1
8a858f445d41ebbe015d50c105334acc,301995706,2,2017-07-25 17:45:13,2017-07-25 16:45:07,10000.0,11500.0,15,0,Savings,3.2148502,6.538267,GT Bank,Permanent,Others,31,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,7.860104166666667,1.0,0.0,1
8a858f505c7e3a50015c8186327f1fc8,301960952,2,2017-07-03 12:15:10,2017-07-03 11:15:04,10000.0,13000.0,30,1,Savings,3.3592282,6.6060301,UBA,Permanent,Others,30,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,22.403969907407408,1.0,0.0,1
8a858f5d5963fbb701596945e671298c,301998600,11,2017-07-27 11:39:20,2017-07-27 10:39:13,40000.0,44000.0,30,0,Savings,3.3179602,6.5129674,Zenith Bank,Permanent,Others,29,0,1,High,1,0.9090909090909091,1466.6666666666667,0,0,1,210000.0,21000.0,20000.0,30000.0,10000.0,10.0,242500.0,24250.0,60.0,15.0,24.0,3250.0,15.769930555555556,0.9,0.2,1
8a858f61560bc0e501560fb03225566a,301996291,5,2017-07-26 06:47:47,2017-07-26 05:47:42,20000.0,22250.0,15,0,Other,6.7432104,6.1923099,GT Bank,Self-Employed,Others,30,1,1,Medium,0,0.898876404494382,1483.3333333333333,0,0,1,60000.0,15000.0,15000.0,20000.0,10000.0,4.0,71250.0,17812.5,30.0,15.0,22.5,2812.5,16.96062789351852,0.75,0.25,1
8a858f665c45930d015c50b87343345d,301991292,2,2017-07-22 21:30:34,2017-07-22 20:30:27,10000.0,13000.0,30,0,Savings,3.5182035,6.6497262,GT Bank,Permanent,Others,37,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,32.88548611111111,0.0,1.0,0
8a858f735b437619015b437bf3d30bdc,301978422,3,2017-07-14 22:08:22,2017-07-14 21:07:13,10000.0,11500.0,15,0,Savings,3.3068742,6.6691838,GT Bank,Permanent,Others,35,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,23000.0,11500.0,15.0,15.0,15.0,1500.0,13.076238425925926,1.0,0.0,0
8a858f7e5c213ef4015c238dcbe76144,301975920,3,2017-07-13 11:52:30,2017-07-13 10:52:23,10000.0,11500.0,15,0,Savings,5.6326202,6.3400136,GT Bank,Permanent,Others,37,0,1,Low,1,0.8695652173913043,766.6666666666666,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,24500.0,12250.0,30.0,15.0,22.5,2250.0,22.67134837962963,0.5,1.0,1
8a858f885adcf4e8015ae0574e911902,301981559,7,2017-07-17 10:43:35,2017-07-17 09:43:28,20000.0,21500.0,15,0,Savings,4.827275,7.114615,Access Bank,Permanent,Others,29,0,1,Medium,1,0.9302325581395349,1433.3333333333333,0,0,1,70000.0,11666.666666666666,10000.0,15000.0,10000.0,6.0,82187.5,13697.916666666666,30.0,15.0,20.0,2031.25,12.013476080246912,1.0,0.0,1
8a858f905c17123d015c177eb04038e4,301992736,3,2017-07-24 06:42:08,2017-07-24 05:42:00,10000.0,13000.0,30,0,Savings,7.3734343,9.1435277,EcoBank,Permanent,Others,28,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,26000.0,13000.0,30.0,30.0,30.0,3000.0,33.733946759259254,0.0,1.0,0
8a858f9c56aaf37d0156b726935e2616,301993694,13,2017-07-24 15:49:16,2017-07-24 14:49:02,40000.0,44000.0,30,0,Other,3.3048549,6.4615473,GT Bank,Permanent,Graduate,31,0,0,High,0,0.9090909090909091,1466.6666666666667,0,0,1,290000.0,24166.666666666668,25000.0,40000.0,10000.0,12.0,336200.0,28016.666666666668,30.0,30.0,30.0,3850.0,25.197349537037038,0.8333333333333334,0.25,0
8a858fa257d8223c0157d8a5a7197d2b,301990786,9,2017-07-22 13:52:38,2017-07-22 12:52:31,30000.0,34500.0,30,0,Other,4.5219988,8.4724116,First Bank,Permanent,Graduate,30,0,0,High,0,0.8695652173913043,1150.0,0,0,1,130000.0,16250.0,15000.0,30000.0,10000.0,8.0,150725.0,18840.625,30.0,15.0,22.5,2590.625,20.007572337962962,0.625,0.375,1
8a858fa5552add5d0155536bd49343f9,301976247,22,2017-07-13 15:25:06,2017-07-13 14:24:59,60000.0,62700.0,30,0,Other,8.4295604,11.9648024,GT Bank,Permanent,Post-Graduate,40,0,0,High,0,0.9569377990430622,2090.0,0,0,1,465000.0,22142.85714285714,10000.0,60000.0,5000.0,21.0,506325.0,24110.714285714286,60.0,15.0,21.428571428571427,1967.857142857143,11.424341931216931,1.0,0.0,1
8a858fae5b49223f015b49381b57146a,301967761,8,2017-07-07 11:02:19,2017-07-07 10:02:05,30000.0,34500.0,30,0,Savings,7.5224273,9.0498024,Diamond Bank,Permanent,Others,32,0,1,High,1,0.8695652173913043,1150.0,0,0,1,100000.0,14285.714285714286,10000.0,30000.0,10000.0,7.0,115750.0,16535.714285714286,30.0,15.0,19.285714285714285,2250.0,11.040939153439153,1.0,0.0,1
8a858fb45bb59c21015bc2f6ab2a4b54,302002263,4,2017-07-29 14:21:25,2017-07-29 13:21:18,10000.0,13000.0,30,1,Savings,6.970669,4.8775619,Zenith Bank,Permanent,Others,29,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,38500.0,12833.333333333334,30.0,30.0,30.0,2833.3333333333335,27.844687500000003,0.3333333333333333,0.6666666666666666,1
8a858f0656b7820c0156bb6119ef0adc,301963717,11,2017-07-04 18:49:00,2017-07-04 17:48:54,40000.0,44000.0,30,0,Other,3.4580687,6.4303154,GT Bank,Permanent,Others,27,0,1,High,0,0.9090909090909091,1466.6666666666667,0,0,1,260000.0,26000.0,30000.0,40000.0,10000.0,10.0,317800.0,31780.0,60.0,15.0,46.5,5780.0,29.889187500000002,0.9,0.5,1
8a858f0e5a6171ba015a664da9bd5b28,301993266,2,2017-07-24 12:19:48,2017-07-24 11:19:40,10000.0,13000.0,30,0,Savings,7.2651172,9.1144497,Zenith Bank,Permanent,Others,35,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,43.36668981481481,0.0,1.0,0
8a858f1e5cc4bc81015cc52a8b01416f,302001044,2,2017-07-28 17:36:33,2017-07-28 16:36:26,10000.0,13000.0,30,0,Savings,3.3497045,6.6177577,GT Bank,Permanent,Others,41,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,27.20482638888889,1.0,0.0,1
8a858f275c451af5015c5882b88104e6,301958685,2,2017-07-01 08:53:51,2017-07-01 07:53:44,10000.0,13000.0,30,0,Savings,7.4525519,9.0146773,Fidelity Bank,Permanent,Others,30,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,30.905856481481482,0.0,0.0,1
8a858f2e5c699f3a015c6e10b65607c9,301980073,2,2017-07-16 09:14:01,2017-07-16 08:13:54,10000.0,13000.0,30,0,Savings,3.3255134,6.5009374,GT Bank,Permanent,Others,39,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,30.06460648148148,0.0,0.0,0
8a858f335cea21f8015cea235c6500bf,301997414,2,2017-07-26 17:20:40,2017-07-26 16:20:32,10000.0,13000.0,30,0,Savings,3.3416398,6.518837,Access Bank,Permanent,Others,37,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,27.87013888888889,1.0,0.0,1
8a858f3b59eed4f10159ef24ce33295f,301966913,4,2017-07-06 18:12:25,2017-07-06 17:12:19,20000.0,24500.0,30,0,Savings,3.3558287,6.5036717,Diamond Bank,Permanent,Others,31,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,30000.0,10000.0,10000.0,10000.0,10000.0,3.0,37500.0,12500.0,30.0,15.0,25.0,2500.0,25.245158179012346,0.3333333333333333,1.0,1
8a858f475b5e370c015b609c69cd4c30,301987252,2,2017-07-20 10:54:38,2017-07-20 09:54:24,10000.0,13000.0,30,0,Savings,3.3335369,7.130435,GT Bank,Permanent,Others,33,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,29.942627314814814,1.0,0.0,1
8a858f545c887b44015c889b346f1575,301966761,2,2017-07-06 16:23:58,2017-07-06 15:23:52,10000.0,13000.0,30,1,Savings,6.3018415,4.9168731,Fidelity Bank,Permanent,Others,30,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,27.830243055555556,1.0,0.0,1
8a858f585a6a60cc015a6a8d08ab1e9e,301961034,7,2017-07-03 13:07:00,2017-07-03 12:06:56,30000.0,34500.0,30,0,Savings,5.2150865,7.2534991,First Bank,Permanent,Others,36,0,1,High,1,0.8695652173913043,1150.0,0,0,1,90000.0,15000.0,15000.0,20000.0,10000.0,6.0,107300.0,17883.333333333332,30.0,15.0,22.5,2883.3333333333335,19.83124035493827,0.8333333333333334,0.16666666666666666,1
8a858f5e5bedf32a015bef9e533d6df6,301969451,2,2017-07-08 16:34:29,2017-07-08 15:34:22,10000.0,13000.0,30,0,Savings,3.3261429,6.5169079,Fidelity Bank,Permanent,Others,27,0,1,Low,1,0.7692307692307693,433.3333333333333,0,0,1,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,30.0,30.0,30.0,3000.0,32.372962962962966,0.0,1.0,1
8a858f615aa951e2015aa957a59f07db,301958511,7,2017-07-01 03:40:07,2017-07-01 02:39:00,30000.0,34500.0,30,0,Savings,3.8608847,7.3712861,Access Bank,Permanent,Others,30,0,1,High,1,0.8695652173913043,1150.0,0,0,1,110000.0,18333.333333333332,20000.0,30000.0,10000.0,6.0,125400.0,20900.0,30.0,15.0,20.0,2566.6666666666665,17.145293209876545,0.8333333333333334,0.0,0
8a858f725b49c0c0015b4d09b3876961,302002220,3,2017-07-29 13:49:37,2017-07-29 12:49:30,20000.0,24500.0,30,0,Savings,5.6738989,5.8971187,Unity Bank,Permanent,Others,27,0,1,Medium,1,0.8163265306122449,816.6666666666666,0,0,1,20000.0,10000.0,10000.0,10000.0,10000.0,2.0,26000.0,13000.0,30.0,30.0,30.0,3000.0,24.872858796296295,1.0,0.0,1
